,Actual Value,Predicted Value,Difference
0,9.06624,9.079748305000068,-0.013508305000067722
1,8.57085,8.578496390000034,-0.007646390000033421
2,7.94773,7.95362903999999,-0.005899039999990308
3,9.51165,9.51440792500008,-0.002757925000080874
4,8.22355,8.215055719999938,0.008494280000061138
5,3.34255,3.3423345449999915,0.00021545500000863527
6,10.94093,10.9653784600001,-0.024448460000099814
7,1.7459,1.7477907399999764,-0.0018907399999763541
8,11.60638,11.65785748999992,-0.05147748999991997
9,2.81532,2.821214050000022,-0.0058940500000219664
10,5.21209,5.218221970000006,-0.006131970000006426
11,11.12725,11.16198440999978,-0.03473440999978017
12,0.81548,0.8308877299999883,-0.015407729999988296
13,6.92625,6.920056855000112,0.006193144999887323
14,11.24456,11.213105369999885,0.03145463000011439
15,1.08336,1.0907180599999933,-0.007358059999993172
16,4.87793,4.862000824999994,0.015929175000006346
17,9.8924,9.880538805000029,0.011861194999971403
18,14.72248,14.654529280000201,0.06795071999979818
19,0.15912,0.16286636500000126,-0.0037463650000012505
20,2.9548,2.9470922599999865,0.007707740000013619
21,2.12823,2.1279018549999993,0.000328145000000557
22,0.29156,0.2958852100000003,-0.004325210000000301
23,9.38082,9.38710761000004,-0.006287610000040189
24,2.47638,2.491720300000027,-0.015340300000027174
25,8.85456,8.860501414999922,-0.005941414999922401
26,8.90568,8.864446289999956,0.04123371000004461
27,3.5968,3.591047424999962,0.005752575000038007
28,3.33675,3.352079964999971,-0.015329964999970969
29,14.6328,14.588940469999807,0.04385953000019249
30,5.81412,5.846021405000009,-0.03190140500000904
31,5.31625,5.322090969999946,-0.005840969999946211
32,0.30719,0.3107558849999975,-0.003565884999997493
33,6.71174,6.717045464999987,-0.005305464999986853
34,2.03541,2.037748349999988,-0.002338349999988054
35,9.9696,9.971029980000186,-0.0014299800001857932
36,5.67895,5.676209880000052,0.002740119999947943
37,8.76079,8.755395360000037,0.005394639999963147
38,5.21411,5.196454134999949,0.017655865000050674
39,1.53153,1.5401585299999947,-0.008628529999994639
40,1.77684,1.775897070000001,0.0009429299999990093
41,8.59993,8.577162905000074,0.02276709499992613
42,8.01314,8.02126346000004,-0.008123460000039273
43,7.81342,7.810887240000141,0.0025327599998590244
44,7.60837,7.607855384999977,0.0005146150000232552
45,12.18948,12.23109137999983,-0.041611379999830334
46,9.766,9.749391954999883,0.016608045000117144
47,4.92568,4.9196454999999935,0.006034500000006382
48,9.36168,9.33152264000002,0.03015735999997915
49,6.09094,6.091161340000053,-0.0002213400000528054
50,10.71625,10.75039539500001,-0.034145395000010126
51,4.65791,4.651759829999975,0.00615017000002549
52,12.2522,12.273568050000126,-0.02136805000012565
53,2.88084,2.891376184999961,-0.010536184999960785
54,1.46076,1.4726947649999997,-0.01193476499999968
55,4.50838,4.525656245000056,-0.017276245000056534
56,11.69437,11.702858119999945,-0.008488119999945809
57,4.06055,4.073684555000013,-0.013134555000013037
58,6.75165,6.745563150000046,0.006086849999953792
59,10.98203,11.020241139999872,-0.03821113999987169
60,15.01888,14.968649799999799,0.0502302000002004
61,2.3325,2.328794819999986,0.0037051800000140744
62,12.08854,12.110177190000057,-0.021637190000056705
63,11.88764,11.922919420000115,-0.035279420000115636
64,2.18348,2.1820595549999915,0.0014204450000083746
65,10.47924,10.50106443500001,-0.021824435000009856
66,9.35142,9.365036870000052,-0.013616870000053183
67,4.62105,4.625744720000025,-0.004694720000024688
68,2.63042,2.6305137349999868,-9.373499998677204e-05
69,10.20788,10.19787540999995,0.010004590000049163
70,5.71336,5.719348659999961,-0.005988659999960788
71,4.47836,4.4838942650000195,-0.0055342650000191895
72,4.88842,4.890814795000129,-0.0023947950001286245
73,2.42668,2.4297265200000058,-0.0030465200000056036
74,4.52225,4.542063334999983,-0.01981333499998339
75,9.38014,9.368667785000023,0.011472214999978192
76,1.59858,1.6066391000000244,-0.008059100000024522
77,8.03002,8.032438955000025,-0.0024189550000244253
78,4.57925,4.5812581599999325,-0.002008159999932424
79,3.38097,3.367755675000031,0.013214324999969218
80,4.50116,4.512812879999941,-0.011652879999941135
81,5.87663,5.900446845000016,-0.023816845000016684
82,5.04232,5.0424452799999315,-0.0001252799999313936
83,9.99289,9.989824890000003,0.0030651099999960962
84,10.92784,10.962535010000042,-0.034695010000042714
85,11.43586,11.485025869999879,-0.04916586999987871
86,0.37,0.3702502800000008,-0.0002502800000008243
87,9.71816,9.712155810000077,0.00600418999992236
88,4.70158,4.703465259999942,-0.001885259999942157
89,11.38801,11.390277830000025,-0.002267830000025839
90,9.17649,9.184630694999923,-0.008140694999923426
91,7.5068,7.507541760000077,-0.0007417600000767521
92,11.81029,11.817805369999967,-0.0075153699999663814
93,5.85286,5.851079679999985,0.0017803200000150454
94,10.0178,10.001159424999921,0.016640575000078428
95,5.5534,5.551281129999908,0.0021188700000918104
96,3.12619,3.1529322899999745,-0.026742289999974744
97,2.0141,2.020467910000022,-0.006367910000022015
98,10.08318,10.085672869999922,-0.0024928699999211545
99,7.52151,7.530397049999902,-0.008887049999901642
100,7.13994,7.13258457499996,0.00735542500004005
101,4.60338,4.6182098449999724,-0.014829844999972863
102,11.36524,11.386675689999903,-0.021435689999902863
103,10.12604,10.118580419999988,0.0074595800000114565
104,8.1452,8.13804457499994,0.007155425000060944
105,2.75194,2.741777510000029,0.010162489999971047
106,10.20878,10.213807090000065,-0.005027090000064405
107,12.1836,12.244230430000039,-0.06063043000003887
108,11.3887,11.392161530000024,-0.0034615300000240268
109,10.45208,10.439990874999868,0.012089125000132483
