,Actual Value,Predicted Value,Difference
0,8.85544,7.6659707932293575,1.1894692067706423
1,6.00112,7.6659707932293575,-1.6648507932293573
2,7.36815,7.6659707932293575,-0.2978207932293575
3,9.59962,12.277737505263174,-2.678117505263174
4,6.53274,7.6659707932293575,-1.133230793229357
5,5.31625,5.149850431372551,0.1663995686274493
6,11.46232,12.277737505263174,-0.8154175052631736
7,4.9489,5.149850431372551,-0.20095043137255075
8,1.40008,1.292626843501326,0.10745315649867404
9,10.25588,12.277737505263174,-2.021857505263174
10,9.71063,11.004293374851711,-1.293663374851711
11,2.77154,2.0508403252944443,0.7206996747055556
12,8.48616,7.6659707932293575,0.8201892067706424
13,9.77574,11.004293374851711,-1.2285533748517103
14,7.25943,7.803853832891241,-0.5444238328912405
15,8.23258,8.573123419958431,-0.34054341995843096
16,10.80119,11.004293374851711,-0.20310337485171104
17,9.65928,12.277737505263174,-2.618457505263173
18,10.27064,7.6659707932293575,2.6046692067706427
19,15.35176,15.71938726862303,-0.3676272686230302
20,4.58761,5.149850431372551,-0.5622404313725511
21,11.54562,12.277737505263174,-0.7321175052631741
22,9.1368,8.573123419958431,0.5636765800415677
23,3.6081,3.884900787269684,-0.27680078726968427
24,11.32034,12.277737505263174,-0.9573975052631738
25,10.56692,11.267541147356575,-0.7006211473565749
26,4.48463,4.512501580459771,-0.027871580459771117
27,11.31832,11.004293374851711,0.31402662514828883
28,8.39294,8.573123419958431,-0.180183419958432
29,2.04056,1.292626843501326,0.7479331564986742
30,6.94515,7.6659707932293575,-0.7208207932293575
31,9.90296,8.573123419958431,1.3298365800415688
32,4.9975,5.149850431372551,-0.15235043137255122
33,3.66008,3.884900787269684,-0.22482078726968435
34,13.22472,12.277737505263174,0.9469824947368259
35,2.91549,2.7416221914648298,0.17386780853517037
36,4.61668,5.149850431372551,-0.5331704313725512
37,0.97532,1.292626843501326,-0.317306843501326
38,0.29156,1.292626843501326,-1.001066843501326
39,9.31614,9.29345171052632,0.022688289473681067
40,11.34316,11.004293374851711,0.33886662514828814
41,11.7604,12.277737505263174,-0.517337505263173
42,7.81902,8.573123419958431,-0.7541034199584313
43,10.41759,11.004293374851711,-0.5867033748517105
44,9.92576,11.004293374851711,-1.0785333748517107
45,10.43677,11.004293374851711,-0.5675233748517119
46,2.97534,2.7416221914648298,0.23371780853517032
47,10.20788,11.267541147356575,-1.0596611473565751
48,2.82152,2.0508403252944443,0.7706796747055558
49,6.39995,7.6659707932293575,-1.266020793229358
50,3.00747,2.7416221914648298,0.2658478085351703
51,5.04211,7.6659707932293575,-2.6238607932293574
52,10.89435,11.004293374851711,-0.1099433748517118
53,6.27472,5.077273228035539,1.1974467719644615
54,5.98809,7.6659707932293575,-1.6778807932293578
55,7.32115,7.6659707932293575,-0.3448207932293572
56,10.39004,11.267541147356575,-0.8775011473565737
57,13.47016,12.277737505263174,1.1924224947368263
58,3.01629,2.7416221914648298,0.27466780853517037
59,11.34024,7.6659707932293575,3.674269206770642
60,6.23045,7.6659707932293575,-1.4355207932293572
61,14.63888,12.277737505263174,2.3611424947368267
62,4.984,5.149850431372551,-0.16585043137255084
63,2.45108,2.0508403252944443,0.4002396747055559
64,2.58978,2.7416221914648298,-0.15184219146482958
65,11.92586,11.267541147356575,0.6583188526434256
66,6.84807,7.6659707932293575,-0.8179007932293576
67,15.56304,15.71938726862303,-0.15634726862302983
68,0.51935,2.0508403252944443,-1.5314903252944443
69,15.02952,12.277737505263174,2.751782494736826
70,14.8228,12.277737505263174,2.545062494736827
71,4.58514,5.149850431372551,-0.5647104313725508
72,6.04275,7.6659707932293575,-1.6232207932293576
73,0.4588,1.292626843501326,-0.833826843501326
74,10.33813,11.004293374851711,-0.6661633748517115
75,1.9455,1.292626843501326,0.6528731564986741
76,3.03015,2.7416221914648298,0.2885278085351701
77,11.2701,12.277737505263174,-1.0076375052631743
78,4.41916,5.077273228035539,-0.6581132280355391
79,5.05253,7.6659707932293575,-2.6134407932293575
80,10.01528,7.6659707932293575,2.349309206770643
81,3.24085,2.0508403252944443,1.1900096747055557
82,11.05658,12.277737505263174,-1.2211575052631733
83,2.75782,2.0508403252944443,0.7069796747055559
84,10.81166,12.277737505263174,-1.4660775052631738
85,10.64744,11.267541147356575,-0.620101147356575
86,0.92157,2.0508403252944443,-1.1292703252944443
87,5.09632,5.149850431372551,-0.053530431372550424
88,12.10324,11.267541147356575,0.835698852643425
89,15.18304,12.277737505263174,2.9053024947368264
90,5.83694,7.6659707932293575,-1.8290307932293572
91,8.28552,7.6659707932293575,0.6195492067706425
92,7.562,7.803853832891241,-0.2418538328912403
93,7.54155,7.6659707932293575,-0.12442079322935751
94,12.57576,12.277737505263174,0.29802249473682707
95,2.23842,2.0508403252944443,0.1875796747055558
96,4.84414,5.149850431372551,-0.3057104313725505
97,11.57736,12.277737505263174,-0.7003775052631731
98,10.23164,11.267541147356575,-1.035901147356574
99,9.5954,8.573123419958431,1.0222765800415683
100,4.59426,5.149850431372551,-0.5555904313725506
101,8.60139,8.573123419958431,0.0282665800415689
102,4.19683,3.884900787269684,0.31192921273031615
103,4.67728,5.149850431372551,-0.47257043137255117
104,5.8975,5.149850431372551,0.7476495686274491
105,5.04988,5.149850431372551,-0.0999704313725509
106,9.08293,8.573123419958431,0.5098065800415679
107,9.46146,12.277737505263174,-2.816277505263173
108,5.10496,5.149850431372551,-0.044890431372550665
109,11.25346,11.004293374851711,0.24916662514828936
110,8.20971,8.573123419958431,-0.363413419958432
111,11.41626,12.277737505263174,-0.8614775052631742
